total_bienes_final,total_bienes_inicio
864813.95,668491.98
4450000.0,4402500.0
1664917.71,1270985.14
2530578.8,1804644.64
315000.0,290000.0
1139143.74,262523.25
126000.0,147274.0
514612.63,365610.94
343500.0,225065.0
2001714.3,1633711.6
678142.88,319444.0
987042.16,855934.45
488439.59,349852.43
284173.45,246234.0
2360718.01,2637413.0
900909.25,504528.97
2771268.99,2384995.65
864085.83,468846.5
1215821.01,1046635.46
368353.94,278368.77
456697.23,471936.09
715651.19,699509.22
4100513.88,777498.89
136391.0,125000.0
4164850.49,2624972.08
1494979.7,1245302.2
30000.0,10532.46
1104784.27,994430.04
338377.18,273016.5
3060517.33,1433454.03
135000.0,62951.03
171669.04,176526.07
6021980.74,4516898.84
1978364.23,2013742.2
605560.98,652439.29
2276873.87,2033217.18
243000.0,226000.0
1784036.22,391486.19
969934.49,878406.91
1241323.0,897435.65
1225428.45,972083.9
495513.63,348667.16
2434755.16,1599246.78
275000.0,220000.0
659551.0,572931.66
1229671.8,1281077.91
60000.0,220000.0
235260.3,149230.0
968589.0,935885.66
585270.0,0.0
507000.0,507000.0
0.0,0.0
1612109.59,794514.48
255277.3,243037.59
102165.0,86415.0
1350419.47,987547.87
149500.0,149500.0
2018857.27,1790962.23
942418.6,955251.31
395382.9,252205.99
10000.0,10000.0
1663413.18,754798.7
0.0,112000.0
760182.08,610122.42
4013830.89,2557377.96
1555738.34,989667.94
294785.27,381389.42
164396.0,304303.79
94338.68,52461.66
493326.0,376470.0
741773.41,515354.33
80000.0,80000.0
1904356.91,1350420.97
5183599.81,4440686.88
275359.21,287291.0
883021.0,939419.13
0.0,287272.65
361580.35,355408.43
1023223.04,303163.21
2041551.37,1674132.08
71000.0,71000.0
991055.66,745343.09
346519.41,333946.41
3559088.48,1734732.42
519894.0,0.0
935237.55,479433.12
3179309.0,1835133.79
668910.59,441188.59
1967936.11,1402642.76
4478986.08,3332039.66
532013.29,424047.5
2624535.55,2112353.48
143531.35,148162.78
5109656.49,3605798.85
568338.26,356606.71
0.0,0.0
482653.3,384537.0
238367.11,193671.17
230224.59,192701.19
437985.0,174999.71
159132.02,158449.0
352254.0,300720.0
472712.89,472712.89
1694170.75,855154.76
0.0,0.0
1123737.66,658405.0
977009.25,675679.9
1502643.67,555007.08
1047209.08,654695.41
264249.35,300073.05
134247.59,62519.4
316005.08,316005.08
1377186.14,1188403.03
752864.03,292841.81
463654.5,640942.95
8553544.72,5667581.32
0.0,0.0
225000.0,204800.0
2168565.92,998078.28
876995.51,461204.21
178791.36,193000.0
2375503.14,2405817.71
195403.24,86727.0
1152660.06,1523456.23
330641.0,337425.0
598151.69,480690.65
87040.0,235391.74
138130.0,116156.28
469126.87,1812140.38
695703.0,111992.19
237326.9,141045.88
13033.43,10618.0
753678.25,681794.58
958415.02,988544.94
473574.78,314100.0
645210.24,845990.5
661601.47,530224.17
1738173.32,1145095.18
415320.34,303627.73
1074409.0,1103656.58
131016.73,120743.32
1094018.21,921024.12
882665.59,776199.05
781777.01,732182.31
1777740.0,1776830.0
81897.45,97130.21
3218098.56,2354399.51
1155613.95,554635.47
3768591.22,3320910.99
1141072.55,822862.92
678620.61,626531.01
232771.46,239948.07
172500.0,317730.0
1094130.95,924500.51
3079110.61,1304154.21
1231516.02,798772.82
2860687.17,1184723.98
73879.84,91497.6
658090.75,582081.88
900217.67,613052.96
1699900.36,1911495.72
3643924.12,2510241.78
1507600.58,1131226.95
1945397.95,1475780.69
155170.99,152447.0
1601466.62,1301116.22
370202.42,363094.01
452703.06,369050.0
274232.0,220530.0
343315.4,290512.6
3111225.68,530561.48
1407063.82,1026814.74
275981.28,360434.58
1546740.87,1090146.34
858567.71,807975.0
408525.26,365369.37
520813.23,379223.52
4468126.89,3018810.09
956362.18,900514.35
2925868.69,1993081.89
901637.74,601663.04
618136.91,380564.72
683069.56,605709.25
555077.08,594124.08
2012240.24,1713025.01
321300.68,123682.15
685000.0,620000.0
850000.0,750000.0
969429.8,397321.6
1370996.26,1222106.07
864620.39,674021.35
1010564.19,687935.65
533704.0,347809.0
210000.0,125000.0
1732077.2,1657599.02
2738643.44,2003741.7
592406.0,273651.16
876980.47,716142.22
2162590.02,1567896.62
2408664.06,1986272.5
180000.0,180000.0
621962.04,247710.79
382968.18,134086.48
1495026.56,1355160.05
180674.92,185118.17
1119067.16,250756.0
2734286.72,1960763.1
881176.63,826461.65
6868682.82,4904943.58
158554.59,64131.18
133408.14,131559.14
80000.0,161500.0
88660.31,98820.46
577392.0,315035.0
717094.35,630000.0
1661234.82,1366703.26
836219.23,629100.19
5072794.12,3446315.9
3618396.02,2326829.1
310000.0,385003.53
276261.3,242916.45
230942.1,97631.37
1194040.26,1046565.93
256270.27,256039.55
450862.63,255027.59
2514186.03,689047.28
607194.33,575959.42
0.0,0.0
2384346.64,1260360.73
2066304.09,1816312.3
0.0,110000.0
240605.96,217007.08
2868191.08,2188105.6
1342777.9,864847.21
496398.15,326838.11
3362467.9,1596856.94
1651279.74,1309845.74
508695.87,539718.03
6360646.15,1902923.37
1285205.75,1172841.22
962774.15,925726.15
373973.94,230827.81
2787330.74,1989362.61
499000.0,429500.0
779238.34,625081.97
2623085.52,1709019.54
1067878.5,1319758.63
302963.1,95000.0
3830603.09,2978069.3
191172.0,116941.0
0.0,0.0
851280.24,492044.11
1325000.0,675000.0
676912.03,386831.46
3926470.12,2858421.69
383897.93,247913.84
138201.92,94391.33
1331281.74,746843.8
4143913.41,3196918.86
1268935.64,1036047.76
210536.5,244286.5
7991922.34,1333898.56
2616936.0,958600.0
124122.0,47576.23
323983.99,262885.0
780723.78,535537.5
587726.91,385204.74
303222.36,241175.02
1005476.71,839527.93
544056.43,418700.73
745633.26,663643.37
848617.5,785493.45
4613765.11,3032687.3
891492.47,802831.55
702232.64,531454.9
1199610.41,825752.14
1943768.46,1743994.91
867950.0,741900.0
26423.51,19529.92
7243486.15,5888480.51
0.0,319644.0
14402.0,0.0
26000.0,105000.0
850076.93,998198.83
2962785.26,1712348.54
768051.33,651582.34
551621.0,500692.0
1202272.07,892509.97
749384.0,575860.0
520000.0,299250.0
211919.0,251919.0
1415011.71,658522.0
90000.0,90000.0
696892.57,421039.85
737787.67,505212.89
1419976.05,949764.01
431920.95,342090.74
6266571.44,5135453.87
546529.0,581500.0
642752.0,516109.2
2746547.1,2121246.01
513808.0,329414.0
1386714.37,755245.59
359945.8,317265.27
1222999.06,867279.63
1672954.08,1207628.16
2146755.81,1855131.0
0.0,0.0
53685.0,27353.0
2532920.36,1478291.16
1052908.96,817952.1
372619.75,241545.46
718238.0,521519.0
3115151.72,2570617.97
1030672.82,548717.0
601972.42,661501.88
486365.33,435215.03
151157.15,136157.15
716509.33,501124.08
204143.33,166451.23
799343.98,581211.51
1073680.3,436341.8
1073264.62,983008.14
853839.5,653268.0
1763826.96,948244.28
966884.53,859953.19
3486718.65,1465915.76
1095541.01,624731.1
0.0,0.0
679048.92,320000.0
1026875.44,2969769.38
4751096.85,4667675.97
1191301.18,788814.34
1126638.24,639884.54
431419.74,242015.0
182000.0,132000.0
1043980.99,741721.71
571559.66,339325.47
1243551.0,1243551.0
768449.89,444301.69
250277.93,184147.81
265000.0,238000.0
341697.0,110470.0
665718.14,447377.27
2012608.32,1262708.88
490606.5,311796.23
1278362.45,1198467.43
916922.31,350952.61
1876768.05,1383514.94
1483610.01,1332799.02
1751947.73,1050070.63
437744.36,2363013.81
388504.07,371452.81
4120956.51,1149971.02
709372.0,309254.0
895041.07,625710.52
3778229.39,2980624.44
2996959.03,2218103.06
180000.0,202940.0
280383.36,266531.48
485396.77,477280.47
3565820.56,2584710.66
290000.0,366869.6
103121.0,0.0
308742.53,159707.3
1039590.32,565639.0
397387.87,223770.73
1692400.0,1692400.0
293776.96,245042.01
1221201.44,938047.9
571892.06,329222.49
290800.0,257900.0
76229.0,53996.0
248832.25,213394.39
584747.37,391746.5
185250.0,233000.0
431304.67,318120.42
348354.89,558296.05
336317.52,234668.63
1327105.6,987778.33
4504393.75,3362691.4
4000.0,4111.66
418500.0,349143.28
485066.39,445744.63
1572441.5,994427.5
1606395.12,1269011.87
702203.3,573962.25
596561.77,546362.72
1737197.52,1292584.0
1402991.99,998317.14
571906.77,435025.25
0.0,0.0
2043172.98,1583406.48
44178.57,0.0
1008943.87,985380.57
2389414.71,1826844.26
305078.03,250000.0
1338550.6,665854.23
181894.0,156191.0
2229010.15,1638032.64
4596012.66,2806862.8
691916.22,610166.72
1138127.0,1128731.37
1235101.5,1079011.39
514389.22,345643.34
672518.12,273261.9
3757781.48,3141253.04
2185350.87,1659834.79
665607.19,435522.18
60865.95,60865.95
1717949.0,464798.0
630669.0,570400.0
2056887.8,1412335.49
881928.0,763357.75
2146777.19,1605989.05
4333975.7,3410493.5
345675.75,0.0
5746675.32,5173244.68
629513.84,530963.82
730799.3,447266.4
329471.0,257401.0
808003.1,1165881.17
10000.0,0.0
381446.85,378885.6
478982.46,0.0
1907165.0,1279895.0
798208.49,923038.38
332000.0,424251.0
3253366.35,2274660.31
297310.92,113505.0
1798810.27,1145082.85
705573.36,684679.0
195369.17,193555.67
170272.75,224000.0
6229363.54,4646028.73
162370.22,164526.9
622611.91,589428.65
220000.0,55000.0
2180635.29,1498928.71
2565280.12,1996362.99
3670288.73,2738344.61
215264.19,195571.52
562848.0,424011.0
1894456.03,1154528.8
667046.7,447210.02
483565.25,391039.39
370294.0,242780.0
132728.0,307793.8
0.0,211181.37
625099.36,382194.9
0.0,0.0
60000.0,60000.0
622500.0,392000.0
446837.6,327770.0
465693.39,472423.88
918359.32,823765.55
554000.0,554000.0
838825.35,733844.59
1996199.43,1125725.05
2275875.62,1592995.78
1333919.73,847720.17
1726594.48,1738189.7
1665425.77,1367864.14
470370.44,469791.54
474793.65,367365.9
1573872.53,497576.0
1197915.54,955305.88
1386734.63,1024991.59
418616.94,297746.76
1523479.43,1045390.73
2961031.79,2416823.28
294000.0,288750.0
1045878.3,473097.78
79161.44,73577.69
105600.0,105600.0
1240856.52,689417.7
1233629.18,856442.47
471208.48,403749.4
856491.16,827626.04
559077.88,466760.51
2455540.9,1964713.37
200000.0,197000.0
627522.31,110771.28
890252.99,560466.5
934560.0,375007.0
1666561.4,1796748.89
4179823.25,2653004.66
637042.7,626825.02
907342.8,676693.5
2063224.92,1470809.73
2010617.51,1625659.06
844713.85,744253.55
2146298.7,941410.45
1208366.84,1147184.99
6678748.49,5074532.66
1750381.87,941728.67
316867.3,317717.0
2504519.67,2198921.61
1425876.0,775389.0
727146.66,192372.82
585660.34,481329.71
307118.6,162309.07
169199.55,146815.24
55000.0,27560.0
0.0,0.0
898650.0,519150.0
685403.94,566471.34
1483233.63,917158.39
1972222.57,1242934.78
1523121.12,1378883.4
2740244.49,1119408.34
1301791.34,1047601.67
0.0,10500.0
148000.0,135000.0
5852584.34,3669582.7
543771.86,458289.03
4391607.71,3557982.24
0.0,154801.83
235520.0,169180.0
1782606.22,1215586.6
587602.71,451009.66
3238218.6,1933881.55
715000.0,715000.0
16104631.92,16441621.22
1918386.48,1010360.26
1813406.18,363802.85
5391697.32,4086676.15
308223.0,160000.0
185000.0,227000.0
854896.0,265471.0
661925.96,613121.63
4573485.19,2661799.51
1117035.02,688672.0
239762.0,239762.0
600617.39,411821.19
659055.79,1125577.88
420573.9,400482.83
3199193.48,2535607.37
1853428.04,1176724.84
476967.0,175000.0
3651966.97,2709781.26
1499975.65,1450888.37
936420.53,680612.36
606270.66,420659.74
489133.28,325250.98
1373685.57,813425.83
595487.04,654642.5
603577.79,370039.6
977751.69,396331.36
1402615.0,492355.0
1417136.75,1127604.75
401506.7,338477.79
5418467.35,3441610.37
392258.0,24000.0
452000.0,250000.0
130316.4,201682.27
2862235.91,2176766.34
454793.01,452149.01
136352.35,178224.0
695765.42,475802.5
556839.78,507100.78
469555.34,386800.0
1410000.0,1310000.0
185000.0,185000.0
576198.02,437013.08
1110307.46,903899.58
1668217.94,1356527.69
995861.76,454747.49
8454115.92,5839727.14
385534.0,299683.0
1117902.55,1451906.25
312902.41,267141.68
994640.97,284756.47
225154.81,189470.97
355662.79,250922.61
38439.37,50389.9
937324.09,723494.13
452509.41,425279.11
1510495.27,1118692.6
1162527.13,697034.31
770838.08,602447.13
2017811.88,1638005.39
1793414.35,1286645.18
1687736.5,958551.19
441975.55,439803.92
215000.0,240580.0
32500.0,30000.0
1481280.65,1235564.16
6024563.25,4476416.29
1183058.05,703685.47
1188500.0,817100.0
1155088.03,940774.85
1923773.36,1850169.37
2224252.56,1325498.73
2748988.67,1848937.72
1063000.0,284340.0
504010.59,463615.55
3551072.04,2239669.75
7421017.99,5198740.5
2696709.33,2005489.93
2020016.0,1530440.0
618166.71,484559.72
3685917.21,2314808.73
8500000.0,11445500.0
1199758.77,575504.24
755436.61,520000.0
736471.05,326971.05
955644.95,853084.57
541409.18,471546.74
1092365.0,909037.45
0.0,214200.0
1085148.76,642006.0
175000.0,478298.7
190000.0,63500.0
424439.43,287205.0
2030725.62,1824103.3
224500.0,251176.9
2902007.07,2417343.73
520698.15,195250.65
124280426.2,84417735.7
143000.0,125000.0
295651.73,361935.22
437056.92,405115.0
19027.63,0.0
1020827.22,540440.8
248653.63,216795.21
175878.29,141278.63
310379.35,303450.0
525422.89,206606.47
605717.13,653419.24
182786.47,21464.5
384984.99,250790.66
1239240.0,0.0
225193.2,418200.0
591688.25,402243.93
180000.0,262500.0
1383167.55,400885.0
1553081.87,1026630.87
505586.37,410166.0
460426.32,351858.77
360618.0,213008.5
995806.77,786698.52
666269.53,300402.29
323707.43,228072.62
923462.36,1016881.34
917259.83,668910.53
358385.32,215413.61
607739.2,414224.78
134803.0,136719.37
423510.92,448796.01
2215560.93,1707525.08
3307550.69,2590852.88
2674892.95,777931.33
1421611.78,1155035.76
532902.0,244161.0
350000.0,89500.0
250059.92,148427.92
1405565.53,621050.83
45300.0,0.0
805067.3,820173.32
480999.32,83650.3
274000.0,274000.0
1931360.71,1297405.69
1591215.92,1062454.44
418831.84,315885.0
517427.93,429112.29
660728.64,413019.64
468473.45,216147.19
0.0,40000.0
194615.33,202150.26
1050090.62,589022.51
417121.5,217460.06
786505.1,780290.96
1059979.28,640374.87
2445586.87,2277723.78
966143.8,933637.98
5236762.13,2253609.93
2093419.0,1085484.0
500000.0,0.0
501908.89,401564.7
2354290.44,1781457.84
7028818.01,5856003.6
810385.66,662305.78
2071443.55,1300580.45
2148600.23,1400704.39
2075747.16,1625659.38
2301789.26,1832006.74
924333.11,612898.34
2010187.77,1512604.44
619551.55,673391.25
1148636.41,377064.6
3792523.7,1998814.47
0.0,0.0
310000.0,112000.0
1446908.07,910235.82
2023794.34,1370145.51
2232000.0,2232000.0
1647540.27,1137184.48
139239.71,135071.77
405805.95,372030.96
201500.0,148000.0
404260.0,392815.0
112574.86,0.0
1462823.03,877274.2
1191996.16,1019609.32
1078088.82,744838.57
793696.0,762108.0
592006.0,265459.23
517687.51,254287.61
4023933.01,975406.42
553633.35,392937.45
354603.18,321887.5
1372350.9,1237183.95
1010899.67,440413.35
713586.95,435565.99
3284920.2,2224574.1
720064.5,277172.23
51321.0,52856.0
545596.74,390432.65
409007.7,388721.82
3914674.5,8779870.18
1258618.63,1197952.77
201500.0,201500.0
546218.48,320596.51
321715.89,466225.12
450909.49,363100.17
1793147.0,1671540.0
788286.0,851886.0
624743.38,616724.08
1121844.55,795097.2
0.0,118613.0
1382362.01,829184.11
133242.0,133242.0
1482370.0,1375000.0
1601045.41,923505.7
406480.97,254260.0
2292898.33,1492316.04
0.0,333944.12
155504.53,94396.53
821197.46,670026.23
1132036.13,1073889.34
890349.45,635297.93
5729487.33,4542804.4
2318851.01,759075.03
169868.0,197500.0
440840.69,388006.32
276155.03,227749.53
3089992.67,1427460.9
458778.13,311279.97
1187605.0,700044.2
372043.8,283859.0
784259.53,475650.0
599999.6,435302.87
734115.86,350014.89
463128.98,432492.0
2265880.02,1100666.82
2891644.42,2178878.51
179085.0,146000.0
1138802.81,955333.74
329195.3,370783.54
539596.35,300863.14
550676.95,524170.52
36667.09,61146.76
360437.0,343844.0
101994.82,30023.48
3958032.35,2760735.31
2793032.84,2598312.35
3550397.21,3421487.61
261331.77,218897.05
1046189.93,1272526.98
217692.48,232787.0
1331037.05,1219234.79
1210367.59,981637.07
727748.0,655752.0
1770431.57,1165229.42
3535200.42,2034657.64
844650.76,600142.67
785001.21,592842.0
196785.16,130236.0
517689.19,562244.76
1798060.0,1340988.15
556790.0,403041.0
632031.86,897631.0
1160608.11,839385.0
6823741.4,4872746.81
1799679.61,1770764.07
1717773.72,703853.91
811748.61,384299.51
486301.6,390095.71
202947.51,132158.19
711674.49,800076.21
533660.26,354564.1
1731417.0,419916.0
472891.59,477291.22
278233.5,288940.77
2062874.55,656762.39
0.0,621701.88
137053.84,10596.74
1302159.6,980497.01
2882429.41,2236600.43
5422770.85,5020873.56
1584144.39,833695.75
687182.06,548401.46
696852.04,569871.12
867952.7,576612.61
498862.2,397236.0
948840.0,297032.91
327600.0,288960.0
0.0,275321.83
903847.14,325225.24
0.0,13004.17
2022770.24,1378179.62
1397726.91,826801.14
0.0,640500.0
1999059.07,832469.57
422560.86,212727.28
2020324.15,1248862.09
482629.46,206616.39
350000.0,312300.0
263000.0,263000.0
528560.15,341723.0
220369.58,153605.58
260401.0,132934.12
179582.27,117939.73
694261.8,631499.39
873764.04,722200.0
300969.25,297475.43
848181.42,857055.4
240500.0,232980.0
90044.0,168294.0
935450.93,449549.89
629296.21,575553.52
348432.89,231945.75
504331.49,370508.47
2860926.55,1349972.88
0.0,0.0
2460018.3,1585462.88
316000.0,341592.0
182949.03,163815.03
244923.0,137849.0
1814111.49,1226018.16
1119588.86,736987.18
833077.77,594471.85
1114922.24,880460.43
345000.0,140000.0
2043443.84,1309756.06
0.0,0.0
9236417.73,2653988.55
1142550.61,678157.39
363295.46,481363.93
941714.5,489100.0
521325.0,250920.2
141897.0,179225.33
155000.0,45782.0
5759017.95,2336938.5
1284116.35,1092155.63
243287.0,33663.0
1580203.78,1240449.83
2119941.27,1530562.24
2415253.97,1997296.62
301300.0,243300.0
25.0,67.5
1062283.94,477936.34
102000.0,96000.0
514170.12,365464.34
658064.11,629339.37
1772911.85,2159334.61
519331.85,414692.94
250736.95,320823.65
1070542.87,1057850.36
0.0,0.0
379000.0,379000.0
1186773.32,974291.13
1435306.34,1026671.7
127806.73,96742.3
6465809.0,5281746.29
812888.55,330721.29
3941233.29,2450288.29
140729.37,128440.81
370500.0,257250.0
935802.32,1129741.05
1452611.89,1140774.42
1856231.19,1336511.55
916639.13,871941.74
929250.0,278775.0
41085.16,77635.15
315000.0,0.0
5432649.67,2066554.13
259952.34,15284.26
130000.0,120000.0
2204998.42,1391918.68
480477.04,324380.72
1853920.45,1540341.79
3628413.07,3288413.46
100000.0,412500.0
560000.0,560000.0
838883.79,511868.48
77900.0,49000.0
816108.88,109348.5
5361064.68,3878783.16
476295.21,330102.01
2227513.36,1017911.49
3534.85,21790.5
385897.0,222939.68
2312752.3,2075642.96
900778.53,538840.96
871830.0,730207.17
3481017.61,2363626.0
727313.98,633310.02
847403.04,790219.26
91500.0,91500.0
0.0,201572.14
409272.41,401705.03
1847323.79,1605734.62
34000.0,246551.42
6358931.1,4683501.39
2008751.9,1283481.04
135186.73,185508.38
627322.45,509312.6
172753.92,143286.81
320390.95,304750.62
130992.84,0.0
5087877.31,4299697.23
858984.45,347700.0
235273.19,110138.0
613263.59,305333.46
1921475.39,1269340.28
2277002.65,2156297.0
259458.0,259458.0
4322693.51,3264739.34
2716440.89,1519723.3
8248673.28,6208538.71
845570.52,694195.91
60900.0,150900.0
176368.54,172225.66
2083778.85,342624.43
168923.52,154801.94
778071.89,291496.0
3942120.02,3525640.68
3675610.72,3745621.23
1723692.93,1197883.26
147050.0,147050.0
6421681.65,5664766.52
1603613.0,337300.0
156048.67,0.0
1679029.37,1133915.35
248500.84,187929.26
799591.39,430721.85
1755269.08,806410.24
564211.48,474431.04
427617.27,463122.78
1166734.24,607562.0
895999.5,746634.0
1005294.06,865928.57
653178.26,389742.37
7341282.79,6574282.81
557750.0,2500.0
601740.64,422397.4
599073.0,569410.34
6526645.51,4859537.5
92965.0,93165.0
386996.6,357321.0
1980615.87,1088521.63
856412.21,554837.36
128017.19,61500.0
52487.54,55885.05
448551.51,687018.0
209739.69,180181.22
121406.0,56001.4
0.0,0.0
288557.85,307232.0
652534.0,291878.0
105616.35,32392.75
1871120.93,1533862.89
703875.95,444000.0
91003.0,0.0
436922.0,223000.0
823909.15,615408.21
165000.0,110000.0
649730.81,686033.84
2956547.41,2358526.47
741000.0,0.0
797753.49,300314.79
3338353.29,388972.62
1858316.46,1521755.53
509264.0,521225.0
2190000.0,2182000.0
0.0,38000.54
216649.0,15057.43
0.0,892501.79
0.0,0.0
1263172.5,834066.63
739788.3,362256.56
497545.94,400175.55
639827.1,564384.0
0.0,0.0
756987.56,10000.0
632695.9,412451.96
291580.8,219699.2
749942.83,562578.76
131381.18,74143.92
420000.0,283976.38
857285.12,757366.32
6492887.77,1985872.87
579739.13,400198.25
0.0,151500.0
263554.95,47086.51
625456.41,313933.79
161635.71,161243.74
1919158.69,1895921.85
191317.58,189499.0
1485639.78,1248074.96
535571.17,482244.79
2790040.98,2775746.22
1815941.41,1624468.67
870672.97,523412.47
768026.15,0.0
3354300.53,3414683.33
510258.16,328536.22
1588585.66,678041.32
500470.16,147110.5
590648.02,355853.69
1150085.0,614555.71
930981.31,551972.24
4760029.2,3917331.58
1098290.13,832274.02
100724.15,49658.8
486412.46,570071.43
601422.56,446994.44
489438.79,330678.02
98500.0,98500.0
4193777.97,3189282.93
152783.46,124425.0
654422.5,514166.52
779312.01,334078.26
134611.71,149148.69
10041362.78,7224283.42
298623.0,4310.0
494831.2,333197.23
2089029.5,1362210.05
677056.5,797670.1
533614.39,704917.94
1298053.85,846550.86
533094.63,508895.34
949945.12,669709.43
1968363.5,1237942.0
977577.94,900041.6
3291362.76,2333006.39
898940.93,414073.0
2159803.42,1621002.1
443500.0,431350.0
2218008.0,1903305.98
8837506.18,7520605.35
1417217.2,1241382.09
2082396.92,1223711.86
345934.86,306895.57
668314.0,676365.0
1062212.4,776565.82
1485038.42,631058.4
638377.61,401157.52
605867.8,880679.63
668620.8,993515.0
140000.0,140000.0
710179.57,600576.49
1617231.52,1255800.92
1016679.32,543039.8
705636.87,334349.19
1488377.38,1020092.8
5052386.0,5659998.0
900750.4,820360.82
1490416.18,1141925.0
1106114.45,1078322.23
1669247.59,1258741.48
127214.0,112474.0
90000.0,90000.0
288000.0,375769.9
361075.24,314934.74
1605847.98,1048635.22
2244941.28,1396905.53
1183985.07,778693.77
1632935.45,1065413.33
6127727.34,4656598.78
450889.95,344526.94
825177.82,784695.89
325795.97,251358.88
606748.15,542136.49
1548964.31,1274131.33
2514829.7,2118515.92
1906802.37,1614539.0
199846.15,175944.08
1605448.58,1023765.89
345640.16,0.0
3977001.8,2784094.98
983460.76,718548.13
1609244.66,1100281.0
889632.49,784486.19
600479.59,322373.01
2417653.14,959375.13
1085774.52,637090.0
4276504.68,3213762.93
910427.0,946870.45
72553.0,28504.39
932356.32,677705.96
1118973.01,1083887.45
1408111.21,1624505.48
1084616.8,803052.18
1564130.02,1217765.69
150000.0,150000.0
7179388.68,5396870.05
924190.81,738204.4
3180063.32,2287270.69
433458.33,411305.47
2066098.45,1367693.87
1056066.23,1093329.47
5036170.14,3284963.6
72690.0,60034.0
1541784.0,933273.72
409651.3,142416.91
3115819.88,2612090.17
1794841.9,1187250.89
270992.0,255468.0
306060.26,276525.2
915492.78,134125.25
2475980.5,1024400.21
2434307.89,2046589.8
1536696.25,884552.26
1350082.66,1235001.71
21531384.33,17285174.85
0.0,903000.0
277294.0,169032.24
619425.54,540307.86
2292267.0,1886541.29
1225190.96,532189.89
212785.0,220084.0
200000.0,175000.0
375209.0,356843.0
1743295.9,1255214.11
580865.0,569110.4
1326356.48,717809.04
0.0,825000.0
433635.41,397957.22
0.0,463883.23
5294982.76,3768114.33
958783.35,738782.06
1362966.63,1188542.66
2927223.51,1967742.13
949132.34,762139.72
3166394.69,1279506.13
1682785.33,1150000.63
131526.89,24327.52
476852.03,299424.67
76150.64,40731.0
415197.98,209500.0
5633828.61,4472220.69
947328.15,784096.29
830042.47,326285.06
874021.44,401552.78
726520.51,729303.91
515180.64,519230.64
578695.0,578695.0
1105913.07,1295651.5
808764.07,515819.21
265738.04,250454.0
2950279.71,2812840.58
1336483.32,876375.2
878422.45,399987.84
3918104.13,2006887.8
300956.86,267250.74
818444.68,684890.49
613764.97,504959.58
919584.26,725266.16
314972.62,232529.56
4208026.27,3159901.52
586682.5,481854.0
1193319.07,1002641.99
1895394.0,197500.0
1122172.58,884031.69
111500.0,166000.0
438848.02,326903.31
496471.8,277417.8
90424.15,90424.15
1125438.6,1153145.39
5319504.88,3993412.01
855182.33,642160.6
89544.5,0.0
114958.51,114958.51
1026598.02,1007345.0
367748.98,241704.83
2662189.29,2331380.58
347045.22,142501.0
691130.32,642369.11
57529835.98,31353055.67
0.0,0.0
615559.88,499016.7
673568.57,354769.18
162500.0,148000.0
2229479.0,598665.2
111593.0,152946.47
565417.72,508970.85
393107.0,310209.0
1622480.55,2064059.0
430598.19,406598.19
3283496.87,2493099.38
1606202.8,1562533.12
80000.0,80000.0
1139000.4,853667.4
243095.0,296000.0
2120000.0,2350000.0
680502.26,548226.06
2581074.53,2545714.61
295000.0,295000.0
295856.07,301493.63
322579.54,313793.54
1158196.62,655968.75
453965.1,413199.5
1307586.48,1058889.78
808460.0,301875.0
540372.19,396159.4
892305.04,824921.83
833360.45,547293.17
283959.0,218243.0
285948.07,59112.0
277393.5,218193.5
381378.55,239045.98
1347258.05,1317487.34
1068588.42,734573.87
88760.19,91662.59
196140.0,194460.0
601315.56,848813.0
1309001.83,1028408.67
238987.93,260750.06
30000.0,17000.0
207935.1,0.0
1850941.24,1272984.39
266476.71,188290.84
1894098.18,1379149.1
1238570.0,617998.0
2215249.1,1852743.7
931029.75,401694.73
940796.76,220335.15
1351704.62,606402.34
1797358.12,1551013.92
523318.77,393311.64
313787.0,240674.0
811362.79,584947.65
1686892.25,1244770.93
2769034.92,885960.35
88286.78,19916.02
170000.0,152000.0
2156463.49,1853626.79
503153.16,266000.18
896865.0,1048478.25
475389.79,397550.08
925158.26,917494.42
271283.35,248536.93
388426.82,266727.18
212851.62,15096.34
388305.6,283985.36
383443.26,650704.6
175383.52,143356.38
810898.31,666102.7
1109524.14,240177.96
632911.38,870197.13
676075.53,718835.34
1187387.37,1201333.6
1275620.6,687020.02
716104.61,353933.71
805959.96,488935.0
2188119.68,1904291.51
868583.61,709954.55
178982.02,193800.0
933544.52,447400.13
5285873.07,3900547.97
977718.0,697394.05
1197268.49,440368.81
756201.01,428590.01
961427.93,795708.86
652298.89,515361.51
906405.07,584272.74
275489.9,133257.19
543447.67,443526.97
1066582.34,810896.0
2934324.49,1818706.71
511098.85,354816.54
1093584.0,803487.87
0.0,0.0
929847.13,667957.85
2035789.05,1565931.29
312888.08,218298.97
1268879.73,565413.32
616980.46,372041.91
102027.0,80613.22
1129254.17,781883.72
476644.51,409280.55
1321420.66,1345671.98
739859.0,281284.91
754683.01,360893.26
2492610.25,2121860.68
578335.42,644613.8
506154.38,429841.13
179641.0,162015.0
377000.0,193000.0
2244377.52,1717791.38
187895.0,332500.0
628000.0,296305.0
2743010.5,2185085.73
817492.0,597042.29
420566.0,350000.0
215320.75,178991.0
2056286.81,1813755.23
1176015.25,845391.44
20068.0,17021.0
615136.0,380446.78
377669.14,162805.03
3489684.56,2635109.01
61894.0,59032.85
124548.0,424000.0
633745.11,262600.0
118201.39,113617.79
