espacio_cultural_id,provincia_id,localidad_id,provincia,localidad,nombre,direccion,codigo_postal,codigo_indicativo_telefono,telefono,mail,informacion_adicional,latitud,longitud,fuente,numero_de_registro_en_conabip
111086,66,66028050,Salta,Salta,Biblioteca Popular Campo Caseros,Caseros 1925,4400,0387,4220765,pabloorueda@argentina.com,Se fundó en el año 1947,-24.788583,-65.429333,CONABIP,3126
111087,14,14014010,Córdoba,Córdoba,Biblioteca Popular Joaquín V. González,Humberto 1º 150,5000,0351,4220829,salac_central@hotmail.com,Se fundó en el año 1969,-31.40955,-64.183583,CONABIP,2949
111088,38,38021060,Jujuy,San Salvador de Jujuy,Biblioteca Popular de Jujuy,Belgrano 652,Y4600ABL,0388,4222561,bibliopopjuj@imagine.com.ar,Se fundó en el año 1899,-24.185367,-65.302133,CONABIP,766
111089,70,70028010,San Juan,San Juan,Biblioteca Popular Juan Bautista Alberdi,Santa Fe (este) 856,J5402CWS,011,4222690,bibalberdi@yahoo.com.ar,Se fundó en el año 1935,-31.538317,-68.513617,CONABIP,1887
111090,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Agustín Alvarez,Independencia 652,4200,0385,4222943,bpaalvarez@hotmail.com,Se fundó en el año 1926,-27.793067,-64.253833,CONABIP,1204
111091,30,30028110,Entre Ríos,Santa Ana,Biblioteca Popular José Zubiaur,Cupertino Otaño 633,3208,0343,4224308,bibliojosezubiaur@live.com.ar,Se fundó en el año 1925,-30.899662,-57.931795,CONABIP,2596
111092,70,70028010,San Juan,San Juan,Biblioteca Popular Sociedad Franklin,Laprida 63 (Este,5400,0264,4224998,bibliotecafranklin@speedy.com.ar,Se fundó en el año 1866,-31.535433,-68.525,CONABIP,704
111093,70,70028010,San Juan,San Juan,Biblioteca Popular Américas,Santa Fé (Oeste) 136,5400,0264,4225560,asic_americas@yahoo.com.ar,Se fundó en el año 1956,-31.539167,-68.527483,CONABIP,3213
111094,06,06441030,Buenos Aires,La Plata,Biblioteca Popular Instituto Platense de Cultural Hispánica,Calle 6 1040,B1900DSJ,0221,4226327,bibliolarreta@yahoo.com.ar,Se fundó en el año 1960,-34.915583,-57.946283,CONABIP,3786
111095,14,14014010,Córdoba,Córdoba,Biblioteca Popular Casa del Pueblo,El Chaco 74,5000,0351,4226641,bibliotecacasadelpueblo@gmail.com,Se fundó en el año 2012,-31.409583,-64.202656,CONABIP,4351
111096,06,06441030,Buenos Aires,La Plata,Casa Tango y Biblioteca Popular Carlos Gardel,Calle 43 413,1900,0221,4226730,casadeltango_lp@speedy.com.ar,Se fundó en el año 1930,-34.9063,-57.952567,CONABIP,3954
111097,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Dr. Manuel Gorostiaga,San Martín 581,G4200DGK,0385,4228516,bip-manuelgorostiaga@hotmail.com,Se fundó en el año 1927,-27.7943,-64.2661,CONABIP,1665
111098,14,14014010,Córdoba,Argüello,Biblioteca Popular Luis J. de Tejeda,Ricardo Rojas 4331,X5018DXA,0351,4229312,bibliotecatejeda@hotmail.com,Se fundó en el año 1944,-31.341377,-64.255127,CONABIP,2257
111099,30,30015060,Entre Ríos,Concordia,Biblioteca Popular Amelia Podesta de Gorostiaga,Bolivia 593,E3200BTA,0345,4230079,gorostiaga_biblioteca@hotmail.com,Se fundó en el año 1917,-31.399367,-58.0084,CONABIP,392
111100,70,70028010,San Juan,Desamparados,Biblioteca Popular 1 de Febrero,Av.Paula A.de Sarmiento 498,5400,0264,4231873,biblfeh2000@yahoo.com.ar,Se fundó en el año 1987,-31.529148,-68.554474,CONABIP,3109
111101,82,82084270,Santa Fe,Rosario,Biblioteca Popular Ped.Infantil Eudoro Díaz,Santa Fe 2917,2000,0341,4232362,bibliotecapedagogicarosariorrpp@hotmail.com,Se fundó en el año 1891,-32.940616,-60.6627,CONABIP,442
111102,14,14014010,Córdoba,Córdoba,Biblioteca Popular Vélez Sárfield,Lima 995,X5004FQI,0351,4232460,comunicacion@bpvs.com.ar,Se fundó en el año 1909,-31.413617,-64.17,CONABIP,534
111103,06,06441030,Buenos Aires,La Plata,Biblioteca Popular Luis A. Repetto,Calle 59 584,B1900BSX,0221,4233036,bibliotecarepetto@speedy.com.ar,Se fundó en el año 1941,-34.919617,-57.942317,CONABIP,2127
111104,66,66028050,Salta,Salta,Biblioteca Popular Ing. Otto Krause,Tucumán 505,4400,0387,4233109,s/d,Se fundó en el año 1956,-24.80005,-65.410617,CONABIP,2700
111105,70,70028010,San Juan,Desamparados,Biblioteca Popular Virgen del Carmen,San Lorenzo 1998,J5400XAA,0264,4233427,s/d,Se fundó en el año 1997,-31.521694,-68.549072,CONABIP,4027
111106,38,38021060,Jujuy,San Salvador de Jujuy,Biblioteca Popular Leer te ayuda a crecer,Machuca 32,Y4600DVB,0388,4233740,bibliotecaepam3@yahoo.com.ar,Se fundó en el año 1997,-24.205923,-65.296165,CONABIP,3657
111107,70,70084010,San Juan,Rivadavia,Biblioteca Popular Ivonne Barud de Quattropani,Avda Libertador Gral. San Mart¡n (Oeste) 4352,5406,s/d,4235321,s/d,Se fundó en el año 2007,-31.5424,-68.584833,CONABIP,4284
111108,66,66028050,Salta,Salta,Biblioteca Popular Macacha Güemes,16 de Setiembre 219,4400,0387,4239256,bpmacachaguemes3474@uolsinectis.com.ar,Se fundó en el año 1979,-24.806202,-65.41317,CONABIP,3474
111109,66,66028050,Salta,Salta,Biblioteca Popular Antonio Nella Castro,Anselmo Rojo 45,4400,0387,4239265,biblionellacastro.@yahoo.com.ar,Se fundó en el año 1996,-24.8114,-65.403833,CONABIP,3677
111110,70,70084010,San Juan,Rivadavia,Biblioteca Popular Dr. Pablo Ramella,Plumerillo,5400,0264,4239662,bibliotecapabloramellasj@hotmail.com,Se fundó en el año 1993,-31.518767,-68.5636,CONABIP,3490
111111,30,30084160,Entre Ríos,Paraná,Biblioteca Popular Los Aromos,División de los Andes 1131,3100,0343,4240150,biplosaromos@yahoo.com.ar,Se fundó en el año 1930,-31.76005,-60.515817,CONABIP,3751
111112,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Pedro Firmo Unzaga,Unzaga esq. Jujuy,4200,0385,4240855,bibliounzaga@yahoo.es,Se fundó en el año 1930,-27.7805,-64.257483,CONABIP,1662
111113,70,70077010,San Juan,Villa Krause,Biblioteca Popular Mariano Moreno,Santa Rosa 4257,5425,0264,4241032,bibliotecapopularmarianomoreno@hotmail.com,Se fundó en el año 1966,-31.582217,-68.5431,CONABIP,3693
111114,70,70077010,San Juan,Rawson,Biblioteca Popular La sociedad de los patriotas nóveles,República del Líbano y España - Galería San Martín,5425,0264,4241032,bibliotecapop@yahoo.com.ar,Se fundó en el año 1930,-31.566067,-68.5346,CONABIP,3998
111115,70,70098010,San Juan,Santa Lucía,Biblioteca Popular Plus Ultra,Libertad (N) 1754,5411,0264,4241032,s/d,Se fundó en el año 1930,-31.511483,-68.499417,CONABIP,4084
111116,70,70133010,San Juan,Zonda,Biblioteca Popular Legisladores Argentinos,Ruta N° 12 Km 2,5401,0264,4241032,s/d,Se fundó en el año 1930,-31.549999,-68.73333,CONABIP,3988
111117,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Juan Bautista Alberdi,Arenales 450,4200,011,4241241,bpjuanbautistaalberdi@hotmail.es,Se fundó en el año 1925,-27.776717,-64.266733,CONABIP,1081
111118,06,06441030,Buenos Aires,La Plata,Biblioteca Popular Florentino Ameghino,Calle 58 Nº 774,1900,0221,4241631,bb001027@abc.gov.ar,Se fundó en el año 1918,-34.9225,-57.947317,CONABIP,165
111119,38,38021060,Jujuy,San Salvador de Jujuy,Biblioteca Popular del barrio cerro las Rosas (N,14 de Abril 20,4600,0388,4241734,s/d,Se fundó en el año 1997,-24.214846,-65.265228,CONABIP,3713
111120,82,82084270,Santa Fe,Rosario,Biblioteca Popular Alvaro Flores Estrada - Ctro Asturiano,San Luis 644,2000,0341,4242317,asturianorosario@arnet.com.ar,Se fundó en el año 1904,-32.950117,-60.6325,CONABIP,2876
111121,90,90084010,Tucumán,San Miguel de Tucumán,Biblioteca Popular Infantil Belgrano,Libertad 660,4000,011,4243862,s/d,Se fundó en el año 1934,-26.83595,-65.225517,CONABIP,1851
111122,38,38021060,Jujuy,San Salvador de Jujuy,Biblioteca Popular El futuro de los ni¤os,Talcahuano 1906,4600,s/d,4244318,s/d,Se fundó en el año 2004,-24.20455,-65.287483,CONABIP,4275
111123,06,06441030,Buenos Aires,La Plata,Biblioteca Popular Manuel Belgrano,Calle 33 892,1900,0221,4246445,s/d,Se fundó en el año 1928,-34.906883,-57.973733,CONABIP,2606
111124,14,14014010,Córdoba,Córdoba,Biblioteca Popular María Saleme,Tucumán 367,5000,0351,4246943,bibpopmsaleme@yahoo.com.ar,Se fundó en el año 2005,-31.410583,-64.186317,CONABIP,4245
111125,66,66028050,Salta,Bº Limache - Capital,Biblioteca Popular Carlos Hugo Aparicio,Etapa II (Once - Manzana 1- Casa 20,4400,0387,4249380,bibaparicio@hotmail.com,Se fundó en el año 1999,-24.801007,-65.419638,CONABIP,3868
111126,30,30015060,Entre Ríos,Concordia,Biblioteca Popular Domingo Faustino Sarmiento,Laprida y Los Viñedos,E3205BZE,0345,4252061,bibliotecasarmiento@hotmail.com,Se fundó en el año 1930,-31.35825,-58.0152,CONABIP,3778
111127,70,70098010,San Juan,Santa Lucía,Biblioteca Popular Rawson,Hipólito Yrigóyen (E) 2537,5411,0264,4254114,bibpoprawson@hotmail.com,Se fundó en el año 1910,-31.5578,-68.463133,CONABIP,707
111128,66,66028050,Salta,Salta,Biblioteca Popular Domingo Faustino Sarmiento,Calle 7 Mzna 380 D Lote 4,4400,0387,4254167,bpsarmiento3822@hotmail.com,Se fundó en el año 1997,-24.848469,-65.459648,CONABIP,3822
111129,06,06441030,Buenos Aires,La Plata,Biblioteca Pública Central General José de San Martín,Calle 47 510,1900,0221,4254954,bibliotecacentraldelaprovincia@yahoo.com.ar,Se fundó en el año 1950,-34.911367,-57.950267,CONABIP,3313
111130,82,82014140,Santa Fe,Villada,Asociación Civil Biblioteca Popular Mariano Moreno de Villada,San Miguel 376,2173,0341,4257166,bibpopmarianomoreno@yahoo.com.ar,Se fundó en el año 1930,-33.347738,-61.445417,CONABIP,4174
111131,70,70084010,San Juan,Rivadavia,Biblioteca Popular Argentina,R.S.Peña y Alte.Brown,5400,0264,4260075,s/d,Se fundó en el año 1992,-31.515567,-68.573767,CONABIP,3464
111132,50,50028020,Mendoza,El Bermejo,Biblioteca Popular El bermejo,Avellaneda 4123,5521,0264,4260691,s/d,Se fundó en el año 2001,-32.8696,-68.780033,CONABIP,4085
111133,70,70084010,San Juan,Rivadavia,Biblioteca Popular Rayos de luz,Mariano Moreno (Sur) 270,5400,0264,4260691,s/d,Se fundó en el año 1930,-31.533267,-68.573367,CONABIP,4058
111134,66,66028050,Salta,Salta,Biblioteca Popular Las Palmeritas,El Chanar 43,4400,0387,4269010,s/d,Se fundó en el año 1989,-24.75997,-65.399536,CONABIP,3170
111135,86,86035090,Santiago del Estero,La Banda,Biblioteca Popular Carlos Pellegrini,Pellegrini 540,4300,0385,4270397,bpcarlospellegrini@live.com.ar,Se fundó en el año 1966,-27.729533,-64.235567,CONABIP,3123
111136,86,86035090,Santiago del Estero,La Banda,Biblioteca Popular Absalon Rojas,Lavalle 245,G4300AIE,0385,4270400,s/d,Se fundó en el año 1945,-27.7368,-64.239017,CONABIP,2311
111137,86,86035090,Santiago del Estero,La Banda,Biblioteca Popular Narciso Laprida,Laprida 434,G4300GUJ,0385,4270932,s/d,Se fundó en el año 1946,-27.727483,-64.239183,CONABIP,2456
111138,66,66028050,Salta,Salta,Biblioteca Popular Dr. Mariano Boedo,Mar Adriático 918,4400,0387,4272342,mboedo@hotmail.com,Se fundó en el año 1995,-24.827667,-65.422567,CONABIP,3708
111139,06,06441030,Buenos Aires,La Plata,Biblioteca Popular Homero Manzi,57 379 2,1900,0221,4272346,bib_homeromanzi@yahoo.com.ar,Se fundó en el año 1930,-34.9144,-57.940217,CONABIP,3717
111140,38,38042040,Jujuy,General Belgrano,Biblioteca Popular de Palpalá,Pedro Ortíz de Zárate 137,4612,0388,4272385,s/d,Se fundó en el año 1930,-24.119658,-65.403984,CONABIP,3237
111141,38,38021060,Jujuy,Alto Comedero,Biblioteca Popular Jorge Domingo Calvetti,Mzna 136 Lote Nº35 - 45 Viviendas,4600,0388,4272456,bibliotecapopularjorgecalvetti@hotmail.com,Se fundó en el año 1930,-24.232126,-65.267822,CONABIP,3391
111142,06,06441030,Buenos Aires,La Plata,Biblioteca Euforión,Diagonal 79 Nº 371 e/ 62 y 63,1900,0221,4273019,euforion@netverk.com.ar,Se fundó en el año 1927,-34.915133,-57.930467,CONABIP,1973
111143,86,86035090,Santiago del Estero,La Banda,Biblioteca Popular Conrado Juarez,Rivadavia Norte 7,4300,0385,4273254,s/d,Se fundó en el año 1940,-27.731817,-64.23735,CONABIP,2763
111144,86,86147130,Santiago del Estero,Termas de Río Hondo,Biblioteca Popular Manuel Belgrano,Juan B.Alberdi 429,4220,0385,4273254,bibliomb_termas@yahoo.com.ar,Se fundó en el año 1962,-27.495667,-64.8641,CONABIP,2813
111145,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Club de maestros,Pedro León Gallo 1492,4200,0385,4273254,bpclubmaestros@hotmail.com,Se fundó en el año 1930,-27.80095,-64.2748,CONABIP,3496
111146,38,38042040,Jujuy,Río Blanco,Biblioteca Popular Virgen de Río Blanco,1º de Mayo 72,4601,0388,4273887,s/d,Se fundó en el año 1930,-24.22765,-65.238233,CONABIP,3183
111147,86,86035090,Santiago del Estero,La Banda,Biblioteca Popular Domingo A. Bravo,Elordi y Catamarca 196,4300,0385,4274229,bibliotecadbravo@infovia.com.ar,Se fundó en el año 1987,-27.72475,-64.244467,CONABIP,3174
111148,70,70119010,San Juan,Astica,Biblioteca Popular Antonio Ercilio Zeballos,Ruta 510 s/n,5447,0264,4274308,oscarobles01@gmail.com,Se fundó en el año 1996,-30.932011,-67.384651,CONABIP,3706
111149,86,86035090,Santiago del Estero,La Banda,Biblioteca Popular San Martín,Amadeo Jacques 75,4300,0385,4274552,s/d,Se fundó en el año 1994,-27.742283,-64.25315,CONABIP,3274
111150,38,38042040,Jujuy,Palpalá,Biblioteca Popular Dr. Héctor Tizon,Río Tercero 531,4612,0388,4274845,s/d,Se fundó en el año 1930,-24.260417,-65.212933,CONABIP,3985
111151,70,70098010,San Juan,Santa Lucía,Biblioteca Popular Juana Manso,José Manuel Estrada 1059,5411,0264,4275011,bjuanamanso@gmail.com,Se fundó en el año 1930,-31.52035,-68.495433,CONABIP,4141
111152,06,06441030,Buenos Aires,La Plata,Biblioteca Popular Mariano Moreno,Calle 3 967,1900,0221,4275031,sembrador1938@yahoo.com.ar,Se fundó en el año 1939,-34.91185,-57.94455,CONABIP,2546
111153,70,70028010,San Juan,San Juan,Biblioteca Popular Mario Washington Victorio,San Luis (E) 246,5400,s/d,4276129,s/d,Se fundó en el año 2003,-31.532717,-68.522617,CONABIP,4279
111154,86,86035090,Santiago del Estero,La Banda,Biblioteca Popular Bernardino Rivadavia,Saenz Peña 72,4300,0385,4276219,s/d,Se fundó en el año 1910,-27.733233,-64.241967,CONABIP,619
111155,06,06441030,Buenos Aires,Tolosa,Biblioteca Popular Domingo Faustino Sarmiento,522 s/n,1900,011,4277689,s/d,Se fundó en el año 1923,-34.8916,-57.9797,CONABIP,2438
111156,90,90084010,Tucumán,San Miguel de Tucumán,Biblioteca Popular El saber ciudadano,Ayacucho 3000,4000,0381,4293924,bibliosaberciudadano@hotmail.com,Se fundó en el año 2001,-26.869967,-65.219817,CONABIP,4050
111157,50,50007010,Mendoza,Mendoza,Biblioteca Popular Casa por la memoria y la cultura popular,Pasaje Las Orquideas 767,5500,0261,4295667,bibliotecaycasaporlamemoria@yahoo.com.ar,Se fundó en el año 1999,-32.877617,-68.846217,CONABIP,3932
111158,30,30084100,Entre Ríos,Hasenkamp,Biblioteca Popular Sebastián Ger Villacampa,3 de febrero 246,3134,0343,4298218,carolinalilianaortega@hotmail.com.ar,Se fundó en el año 2001,-31.51215,-59.834435,CONABIP,4350
111159,82,82084270,Santa Fe,Rosario,Biblioteca Popular Alfonsina Storni,Ovidio Lagos 367,2000,0341,4301835,bibalfonsina@hotmail.com,Se fundó en el año 1990,-32.937233,-60.660233,CONABIP,3199
111160,50,50049050,Mendoza,Las Heras,Biblioteca Popular Francisco Manino,Monseñor Verdaguer 1079,5539,0261,4304699,bibliotecapmanino@yahoo.com.ar,Se fundó en el año 1999,-32.853133,-68.8279,CONABIP,3993
111161,90,90084010,Tucumán,San Miguel de Tucumán,Biblioteca Popular General Belgrano,25 de Mayo 1358,4000,0381,4308791,bibl_belgrano_tuc@hotmail.com,Se fundó en el año 1935,-26.812433,-65.200317,CONABIP,2130
111162,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Pública Juan F. Bianchi,José F.Castiglione 276,4200,0385,4310625,bibliosgobianchi@yahoo.com.ar,Se fundó en el año 1930,-27.81125,-64.244683,CONABIP,3489
111163,30,30084160,Entre Ríos,Paraná,Biblioteca Popular Del Paraná,Buenos Aires 256,3100,0343,4313014,info@BibliotecaParana.org.ar,Se fundó en el año 1873,-31.728933,-60.530233,CONABIP,355
111164,66,66028050,Salta,Salta,Biblioteca Popular Juan Carlos Davalos,10 de Octubre 551,A4404FRK,0387,4314571,biblo424@hotmail.com,Se fundó en el año 1964,-24.795767,-65.424083,CONABIP,3125
111165,82,82084270,Santa Fe,Rosario,"Centro Educación, Comunicación y Biblioteca Popular",Virasoro 5606,2000,0341,4325261,biblioteca@airelibre.org.ar,Se fundó en el año 2000,-32.9613,-60.6991,CONABIP,3907
111166,30,30084160,Entre Ríos,Paraná,Biblioteca Popular Caminantes,Gobernador Antelo 1345,3202,0343,4330338,caminantesbp@yahoo.com.ar,Se fundó en el año 1930,-31.761767,-60.49345,CONABIP,4111
111167,70,70084010,San Juan,La Bebida,Biblioteca Popular Juan Rómulo Fernández,Ignacio de la Rosa 4456,5400,0264,4330473,bibliotecajuanromulofernandez@hotmail.com,Se fundó en el año 1940,-31.533331,-68.616669,CONABIP,2152
111168,70,70084010,San Juan,Rivadavia,Biblioteca Popular Sociedad opinión de juventud,Rastreador Calivar 1616,5400,0264,4331836,opiniodejuventud@hotmail.com,Se fundó en el año 1971,-31.533317,-68.593717,CONABIP,2938
111169,30,30084160,Entre Ríos,Paraná,Biblioteca Popular y Costurero Laura Vicuña,El Patio,3100,0343,4332374,bibliotecapopularlauravicua@yahoo.com.ar,Se fundó en el año 2000,-31.74132,-60.511547,CONABIP,4000
111170,82,82084270,Santa Fe,Rosario,Biblioteca Popular Dr. A. Franzini Herrera,La Paz 2927,2000,0341,4335245,bibpopfherrera@yahoo.com.ar,Se fundó en el año 1928,-32.959733,-60.6676,CONABIP,2094
111171,66,66028050,Salta,Salta,Biblioteca Popular Presbítero P. F. Acuña,Delfín Huergo 850,4400,0387,4340469,popular3651@hotmail.com,Se fundó en el año 1994,-24.797783,-65.44035,CONABIP,3651
111172,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Esteban Echeverría,Av.Belgrano (Norte) 1726,4200,0385,4341992,s/d,Se fundó en el año 1933,-27.765617,-64.280217,CONABIP,3122
111173,82,82084270,Santa Fe,Rosario,Biblioteca Popular Dr. Lisandro de la Torre,24 de setiembre 3703,2000,0341,4343461,s/d,Se fundó en el año 2001,-32.9739,-60.682183,CONABIP,4012
111174,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Dr. Raúl Dargoltz,Sara Rigourd  y José Farbat,4200,0385,4344396,s/d,Se fundó en el año 2000,-27.77025,-64.300033,CONABIP,4059
111175,66,66028050,Salta,Salta,Biblioteca Popular San Martín de Porres,Pavo Real 1754,A4410BDF,0387,4344671,biposamposal@hotmail.com,Se fundó en el año 1997,-24.811846,-65.445702,CONABIP,3734
111176,90,90084010,Tucumán,San Miguel de Tucumán,Biblioteca Popular Miguel Lillo,Alvarez Thomas 2484,4000,0381,4346168,pcbiblio@arnet.com.ar,Se fundó en el año 1929,-26.79005,-65.23565,CONABIP,1489
111177,14,14014010,Córdoba,Córdoba,Biblioteca Popular Constancio C.Vigil,Ancasti 4555,5006,011,4348820,s/d,Se fundó en el año 1961,-31.43975,-64.126267,CONABIP,2882
111178,66,66028050,Salta,Salta,Biblioteca Popular Pablo Neruda,Carlos Outes,4400,0387,4351283,biblioteca-pabloneruda@hotmail.com,Se fundó en el año 1996,-24.8219,-65.402983,CONABIP,3942
111179,66,66028050,Salta,Salta,Biblioteca Popular Lola Mora,Francisco G. Arias 1158,4400,0387,4351283,bibpoplolamora@hotmail.com,Se fundó en el año 2003,-24.805417,-65.401267,CONABIP,4092
111180,66,66028050,Salta,Salta,Biblioteca Popular Jorge Luis Borges,E.Echevarría y Mzna.213 A,4400,011,4352263,elchanguitodios@yahoo.com,Se fundó en el año 1996,-24.828997,-65.406906,CONABIP,3746
111181,82,82084270,Santa Fe,Rosario,Biblioteca Popular Mariano Moreno,J.J.Paso 2490,2000,0341,4353077,bpmorenorosario@hotmail.com.ar,Se fundó en el año 1979,-32.9196,-60.691033,CONABIP,3006
111182,82,82084270,Santa Fe,Rosario,Biblioteca Popular Libertad,Juan José Paso 2309,2000,0341,4357922,s/d,Se fundó en el año 1922,-32.91945,-60.687133,CONABIP,1063
111183,66,66028050,Salta,Salta,Biblioteca Popular Rosa Parks,Pasaje José María Lahora 2587,4400,0387,4360897,biblioteca.rosaparks@hotmail.com,Se fundó en el año 2012,-24.770183,-65.43222,CONABIP,4342
111184,90,90105100,Tucumán,Villa M.Moreno-Las Talitas,Biblioteca Popular Manuel Lizondo Borda,4 s/n,4101,0381,4370749,bpm_lizondoborda@htmail.com.ar,Se fundó en el año 1959,-26.775803,-65.200607,CONABIP,2814
111185,86,86035090,Santiago del Estero,La Banda,Biblioteca Popular Luis O. Orieta,J.B.Justo y Magallanes,4300,0385,4371374,bib_pop_luis_octavio_orieta@yahoo.com.ar,Se fundó en el año 1992,-27.745633,-64.26185,CONABIP,3192
111186,50,50049050,Mendoza,El Plumerillo,Biblioteca Popular Escritores Mendocinos,Democracia y Bv.Los Ceibos - Bº Ujemvi,5539,0261,4376181,jc1@ciudad.com.ar,Se fundó en el año 1996,-32.831944,-68.792778,CONABIP,3720
111187,82,82084270,Santa Fe,Rosario,Biblioteca Popular Homero,Velez Sarfield 902,S2002CYR,011,4387446,bibpophomero@hotmail.com,Se fundó en el año 1936,-32.924933,-60.676817,CONABIP,2005
111188,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Jorge W. Abalos,Romualdo Helman 158,4200,0385,4392109,bjwasantiago@yahoo.com.ar,Se fundó en el año 1988,-27.80835,-64.305117,CONABIP,3164
111189,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Dr. Orestes di Lullo,Ing. Tomás Lucio 1860,4200,0385,4393059,graanto01@hotmail.com,Se fundó en el año 1930,-27.822752,-64.278503,CONABIP,3920
111190,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Dr. Bernardo Canal Feijoo,Pedro Rizolo s/n,4200,0385,4393460,bp.canal-feijot-sgo@hotmail.es,Se fundó en el año 1930,-27.811217,-64.277433,CONABIP,4200
111191,86,86049110,Santiago del Estero,Santiago del Estero,Biblioteca Popular Segundo M. Arce,San Juan 2195,4200,011,4393597,s/d,Se fundó en el año 1930,-27.807917,-64.283167,CONABIP,3428
111192,82,82084270,Santa Fe,Rosario,Biblioteca Popular Amor al estudio,Junin 1680,2000,0341,4393937,bibliotecaamoralestudio@hotmail.com,Se fundó en el año 1922,-32.92685,-60.687333,CONABIP,982
111193,50,50021010,Mendoza,Godoy Cruz,Biblioteca Popular Pablito Gonzalez,Velez Sarfield  y Puerto Argentino,5501,0261,4398006,bibpoppablito@yahoo.com.ar,Se fundó en el año 2002,-32.95855,-68.832517,CONABIP,4103
111194,58,58035070,Neuquén,Neuquén,Biblioteca Popular Rodolfo Walsh,Moquehue y Belisle,8300,0299,4400345,bprodolfowalsh@yahoo.com.ar,Se fundó en el año 1930,-38.966817,-68.0349,CONABIP,4032
111195,58,58035070,Neuquén,Neuquén,Biblioteca Popular Julio Cortázar,Calle 2 Casa 1 Sector B,8300,0299,4413066,sipted@prico.com.ar,Se fundó en el año 1930,-38.94928,-68.065811,CONABIP,3103
111196,58,58035070,Neuquén,Neuquén,Biblioteca Popular Ruca Limay,Leguizamon y G.Mistral,8300,0299,4423134,bibliolimay@yahoo.com.ar,Se fundó en el año 1989,-38.971917,-68.067817,CONABIP,3100
111197,58,58035070,Neuquén,Neuquén,Biblioteca Popular Escolar Tit. Kique Sánchez Vera,Los Zorzales 450,8300,0299,4423481,s/d,Se fundó en el año 1993,-38.949565,-68.121767,CONABIP,3220
111198,58,58035070,Neuquén,Neuquén,Biblioteca Popular Libertador General José de San Martín,Juan XXIII  (esquina Río Diamante) 1600,8300,0299,4425226,bgsmartin@hotmail.com,Se fundó en el año 2001,-38.952417,-68.037517,CONABIP,4113
111199,58,58035070,Neuquén,Neuquén,Biblioteca Popular Pehuen - Barrio Alta Barda,El Ceibo 434,8300,0299,4425226,bibliotecapehuen@yahoo.com.ar,Se fundó en el año 1930,-38.93505,-68.070133,CONABIP,4152
111200,58,58035070,Neuquén,Neuquén,Biblioteca Popular Monseñor Jaime de Nevares,Mza. B Lote 3 Batilana 1600,8300,0299,4427455,bibliotecadenevares@yahoo.com.ar,Se fundó en el año 2002,-38.954285,-68.075127,CONABIP,4052
111201,06,06638040,Buenos Aires,Pilar,Biblioteca Popular Palabras del Alma,Garibaldi 1754,1629,0230,4429516,biblioteca.palabrasdelalma@gmail.com,Se fundó en el año 2008,-34.477362,-58.916942,CONABIP,4344
111202,58,58035070,Neuquén,Neuquén,Biblioteca Popular Juan Bautista Alberdi,Alberdi 12,8300,0299,4430273,bibliotecalberdi@yahoo.com.ar,Se fundó en el año 1928,-38.952867,-68.05885,CONABIP,1342
111203,58,58035070,Neuquén,Neuquén,Biblioteca Popular Salomón,Chajarí 2670,8300,0299,4438876,bibliotecapopularsalomon@hotmail.com,Se fundó en el año 2003,-38.948467,-68.11785,CONABIP,4237
111204,58,58035070,Neuquén,Neuquén,Biblioteca Popular Amaranto Suarez,San Luis 1290,8300,0299,4439077,bibliotecapopularamarantosuarez@yahoo.com.ar,Se fundó en el año 1930,-38.9688,-68.060817,CONABIP,3134
111205,50,50007010,Mendoza,Mendoza,Biblioteca Popular Juventud en acción,Ej.de los Andes Mza.30 C.5,5500,0261,4440059,bpjaar@yahoo.com.ar,Se fundó en el año 1992,-32.866483,-68.864367,CONABIP,3209
111206,58,58035070,Neuquén,Neuquén,Biblioteca Popular Espacio de Libertad,San Martín 6400,s/d,s/d,4440713,s/d,Se fundó en el año 1930,-38.95531,-68.146708,CONABIP,4296
111207,82,82014020,Santa Fe,Arteaga,Biblioteca Popular Sarmiento,Bv.San Martín 246,2187,3467,4450194,s/d,Se fundó en el año 1915,-33.091717,-61.791717,CONABIP,409
111208,58,58035070,Neuquén,Neuquén,Biblioteca Popular Gobernador Angel Edelman,Calle 5 Sector I Local II Centro Comercial,8300,0299,4450422,biblioedelmannqn@hotmail.com,Se fundó en el año 1930,-38.954285,-68.075127,CONABIP,3145
111209,58,58035070,Neuquén,Neuquén,Biblioteca Popular San Lorenzo Norte,Cayasta 1054,8300,0299,4460269,s/d,Se fundó en el año 1992,-38.952617,-68.1251,CONABIP,3200
